No.,Player,GP,GS,MIN,AVG,FG,FGA,PCT,3FG,3FGA,PCT,FT,FTA,PCT,OFF,DEF,TOT,AVG,PF,DQ,A,A/G,TO,TO/G,A/TO,BLK,BLK/G,STL,STL/G,PTS,AVG,Team
15,Hayden Lejeune,10,-,48,4.8,4,10,40.0,0,0,-,0,8,0.0,7,8,15,1.5,3,0,0,0.0,0,0.0,-,2,0.2,2,0.2,8,0.8,Victoria
03,Jon Ravenhorst,20,19,690,34.5,110,299,36.8,56,158,35.4,47,72,65.3,17,68,85,4.3,59,1,46,2.3,59,3.0,0.8,1,0.1,21,1.1,323,16.2,Waterloo
07,Ben Davis,20,19,534,26.7,104,270,38.5,24,80,30.0,51,80,63.8,29,62,91,4.6,59,3,31,1.6,62,3.1,0.5,15,0.8,16,0.8,283,14.2,Waterloo
20,Mike Pereira,14,13,380,27.1,61,126,48.4,4,16,25.0,25,40,62.5,57,107,164,11.7,43,4,13,0.9,29,2.1,0.4,4,0.3,5,0.4,151,10.8,Waterloo
06,Dylan Phillips,20,19,650,32.5,72,209,34.4,46,125,36.8,21,29,72.4,10,59,69,3.5,40,2,37,1.9,58,2.9,0.6,2,0.1,18,0.9,211,10.6,Waterloo
14,Muhammad Anwar,20,8,389,19.5,60,139,43.2,0,0,-,35,55,63.6,44,90,134,6.7,65,3,15,0.8,30,1.5,0.5,11,0.6,12,0.6,155,7.8,Waterloo
09,David Bajic,20,2,350,17.5,47,120,39.2,0,15,0.0,11,20,55.0,36,58,94,4.7,20,0,5,0.3,22,1.1,0.2,1,0.1,4,0.2,105,5.3,Waterloo
10,Kristian Vande Kemp,20,9,387,19.4,24,91,26.4,14,62,22.6,16,26,61.5,17,29,46,2.3,36,3,12,0.6,13,0.7,0.9,1,0.1,8,0.4,78,3.9,Waterloo
08,Brandon Francis-Jean-Pierre,4,-,29,7.3,3,3,100.0,0,0,-,0,1,0.0,4,9,13,3.3,3,0,1,0.3,4,1.0,0.3,1,0.3,1,0.3,6,1.5,Waterloo
05,John Pagado,16,4,210,13.1,8,28,28.6,4,15,26.7,3,6,50.0,1,12,13,0.8,12,0,21,1.3,12,0.8,1.8,0,0.0,4,0.3,23,1.4,Waterloo
15,Ahmed Ismail,7,-,39,5.6,4,19,21.1,1,13,7.7,0,0,-,2,1,3,0.4,3,0,2,0.3,2,0.3,1.0,3,0.4,0,0.0,9,1.3,Waterloo
13,Zachary Marchildon,15,1,113,7.5,5,17,29.4,4,11,36.4,4,11,36.4,2,9,11,0.7,15,0,7,0.5,6,0.4,1.2,1,0.1,2,0.1,18,1.2,Waterloo
12,Bradd Smith,10,-,68,6.8,4,17,23.5,0,0,-,4,8,50.0,9,8,17,1.7,17,0,1,0.1,6,0.6,0.2,0,0.0,3,0.3,12,1.2,Waterloo
04,Matthew Gray,14,-,106,7.6,1,8,12.5,1,3,33.3,3,5,60.0,0,8,8,0.6,9,0,2,0.1,5,0.4,0.4,0,0.0,1,0.1,6,0.4,Waterloo
24,Nathan Boon,7,1,13,1.9,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0.0,1,0,0,0.0,0,0.0,-,0,0.0,0,0.0,0,0.0,Waterloo
12,Greg Morrow,20,19,699,35.0,189,362,52.2,9,31,29.0,93,130,71.5,38,104,142,7.1,49,1,47,2.4,65,3.3,0.7,3,0.2,30,1.5,480,24.0,Western
10,Peter Scholtes,20,19,593,29.7,109,226,48.2,16,54,29.6,39,61,63.9,35,77,112,5.6,41,1,22,1.1,36,1.8,0.6,2,0.1,18,0.9,273,13.7,Western
22,Anthony Spiridis,20,15,530,26.5,100,215,46.5,9,30,30.0,61,91,67.0,22,43,65,3.3,60,4,16,0.8,51,2.6,0.3,2,0.1,27,1.4,270,13.5,Western
07,Jedson Tavernier,20,11,405,20.3,40,142,28.2,13,85,15.3,18,29,62.1,6,55,61,3.1,35,0,16,0.8,17,0.9,0.9,1,0.1,17,0.9,111,5.6,Western
05,Tom Filgiano,20,19,661,33.1,29,81,35.8,10,35,28.6,38,55,69.1,32,92,124,6.2,50,0,34,1.7,36,1.8,0.9,0,0.0,41,2.1,106,5.3,Western
06,Alex Coote,19,11,420,22.1,32,95,33.7,23,70,32.9,10,13,76.9,9,41,50,2.6,31,0,12,0.6,14,0.7,0.9,2,0.1,12,0.6,97,5.1,Western
08,Eric McDonald,16,-,116,7.3,12,43,27.9,5,23,21.7,5,9,55.6,6,16,22,1.4,18,0,2,0.1,5,0.3,0.4,1,0.1,7,0.4,34,2.1,Western
13,Ian Smart,18,-,223,12.4,9,36,25.0,1,15,6.7,5,11,45.5,3,28,31,1.7,19,0,13,0.7,20,1.1,0.7,3,0.2,3,0.2,24,1.3,Western
20,Nikola Farkic,20,-,276,13.8,8,22,36.4,5,14,35.7,3,4,75.0,6,22,28,1.4,21,1,15,0.8,13,0.7,1.2,0,0.0,12,0.6,24,1.2,Western
15,Alex Otzyv,8,-,26,3.3,1,4,25.0,0,0,-,2,4,50.0,0,6,6,0.8,4,0,1,0.1,1,0.1,1.0,0,0.0,0,0.0,4,0.5,Western
04,Elliot Dooley,14,1,63,4.5,2,7,28.6,0,1,0.0,2,4,50.0,3,4,7,0.5,11,0,3,0.2,5,0.4,0.6,0,0.0,3,0.2,6,0.4,Western
14,Chris Fitzgerald,1,-,1,1.0,0,0,-,0,0,-,0,0,-,0,0,0,0.0,1,0,0,0.0,0,0.0,-,0,0.0,0,0.0,0,0.0,Western
09,Bronson Fridal,1,-,1,1.0,0,0,-,0,0,-,0,0,-,0,0,0,0.0,0,0,0,0.0,0,0.0,-,0,0.0,0,0.0,0,0.0,Western
23,Michael Simonetta,5,-,6,1.2,0,4,0.0,0,3,0.0,0,0,-,0,0,0,0.0,1,0,0,0.0,0,0.0,-,0,0.0,0,0.0,0,0.0,Western
9,Alex Campbell,20,18,659,33.0,153,333,45.9,34,91,37.4,90,124,72.6,39,92,131,6.6,53,2,63,3.2,34,1.7,1.9,11,0.6,24,1.2,430,21.5,Windsor
13,Isiah Osborne,20,19,649,32.5,101,241,41.9,41,112,36.6,56,78,71.8,15,83,98,4.9,32,1,45,2.3,48,2.4,0.9,5,0.3,23,1.2,299,15.0,Windsor
11,Marko Kovac,20,16,503,25.2,88,202,43.6,46,112,41.1,21,33,63.6,14,55,69,3.5,62,4,44,2.2,40,2.0,1.1,6,0.3,27,1.4,243,12.2,Windsor
10,Mike Rocca,19,17,606,31.9,55,153,35.9,32,103,31.1,34,45,75.6,24,70,94,4.9,46,0,85,4.5,37,1.9,2.3,0,0.0,29,1.5,176,9.3,Windsor
22,Tyler Persaud,20,11,419,21.0,65,145,44.8,10,31,32.3,22,34,64.7,25,91,116,5.8,59,3,19,1.0,42,2.1,0.5,4,0.2,16,0.8,162,8.1,Windsor
12,Randy Oriakhi,13,6,203,15.6,30,64,46.9,0,0,-,17,35,48.6,31,42,73,5.6,30,1,3,0.2,11,0.8,0.3,1,0.1,15,1.2,77,5.9,Windsor
20,Lucas Orlita,16,-,195,12.2,23,59,39.0,12,36,33.3,5,13,38.5,6,20,26,1.6,16,0,6,0.4,8,0.5,0.8,0,0.0,7,0.4,63,3.9,Windsor
15,Micah Kirubel,20,4,400,20.0,24,76,31.6,14,57,24.6,6,7,85.7,3,20,23,1.2,33,0,23,1.2,19,1.0,1.2,1,0.1,15,0.8,68,3.4,Windsor
8,Kahame Msiska,20,3,221,11.1,28,63,44.4,0,0,-,6,8,75.0,18,27,45,2.3,22,0,5,0.3,10,0.5,0.5,4,0.2,7,0.4,62,3.1,Windsor
14,Pim Hurkmans,14,1,83,5.9,8,20,40.0,0,2,0.0,2,2,100.0,2,6,8,0.6,20,0,1,0.1,6,0.4,0.2,2,0.1,0,0.0,18,1.3,Windsor
5,Damian Persaud,11,-,43,3.9,2,10,20.0,0,1,0.0,4,5,80.0,1,4,5,0.5,6,0,1,0.1,4,0.4,0.3,0,0.0,1,0.1,8,0.7,Windsor
4,Vincenzo Caccavo,5,-,10,2.0,0,2,0.0,0,0,-,0,0,-,1,1,2,0.4,0,0,0,0.0,1,0.2,0.0,0,0.0,0,0.0,0,0.0,Windsor
21,Tobi Ojajuni,1,-,0,.0,0,0,-,0,0,-,0,0,-,0,0,0,0.0,0,0,0,0.0,0,0.0,-,0,0.0,0,0.0,0,0.0,Windsor
00,Denzel Lynch-Blair,16,16,499,31.2,91,205,44.4,13,41,31.7,85,118,72.0,16,49,65,4.1,26,0,59,3.7,60,3.8,1.0,5,0.3,45,2.8,280,17.5,Winnipeg
07,Jelane Pryce,20,19,656,32.8,118,295,40.0,18,78,23.1,49,86,57.0,33,72,105,5.3,32,1,32,1.6,41,2.1,0.8,28,1.4,23,1.2,303,15.2,Winnipeg
12,Jamar Farley,20,20,624,31.2,66,189,34.9,39,107,36.4,34,40,85.0,9,57,66,3.3,38,0,49,2.5,35,1.8,1.4,4,0.2,33,1.7,205,10.3,Winnipeg
11,William Sesay,19,16,536,28.2,57,142,40.1,21,68,30.9,49,58,84.5,26,104,130,6.8,41,1,48,2.5,49,2.6,1.0,5,0.3,34,1.8,184,9.7,Winnipeg
14,Ryan Oirbans,20,19,586,29.3,74,156,47.4,0,1,0.0,24,43,55.8,68,93,161,8.1,64,3,28,1.4,40,2.0,0.7,35,1.8,26,1.3,172,8.6,Winnipeg
04,Marcello Kambola,15,2,261,17.4,36,92,39.1,22,58,37.9,15,22,68.2,6,25,31,2.1,23,1,9,0.6,10,0.7,0.9,4,0.3,9,0.6,109,7.3,Winnipeg
09,Nathaniel Johnson,19,1,231,12.2,18,63,28.6,10,40,25.0,8,10,80.0,7,46,53,2.8,33,2,8,0.4,17,0.9,0.5,9,0.5,13,0.7,54,2.8,Winnipeg
05,Denzel Soliven,20,3,274,13.7,17,67,25.4,10,49,20.4,5,8,62.5,5,15,20,1.0,17,0,19,1.0,31,1.6,0.6,0,0.0,10,0.5,49,2.5,Winnipeg
13,Connor Ward,10,-,54,5.4,8,16,50.0,4,11,36.4,3,5,60.0,3,6,9,0.9,7,0,8,0.8,4,0.4,2.0,1,0.1,2,0.2,23,2.3,Winnipeg
15,Kieran McGrath,14,1,104,7.4,3,6,50.0,3,5,60.0,2,4,50.0,4,4,8,0.6,4,0,2,0.1,3,0.2,0.7,0,0.0,3,0.2,11,0.8,Winnipeg
08,Kahlil Lakay,13,-,61,4.7,5,10,50.0,0,0,-,0,2,0.0,2,10,12,0.9,5,0,1,0.1,1,0.1,1.0,1,0.1,0,0.0,10,0.8,Winnipeg
02,Jevon Marshall,7,-,27,3.9,1,9,11.1,1,3,33.3,1,2,50.0,1,4,5,0.7,3,0,0,0.0,2,0.3,0.0,0,0.0,2,0.3,4,0.6,Winnipeg
8,Nathan Culbreath,19,16,561,29.5,107,239,44.8,19,68,27.9,67,79,84.8,43,70,113,5.9,49,0,32,1.7,44,2.3,0.7,4,0.2,20,1.1,300,15.8,York
3,Shane Reader,12,12,369,30.8,68,147,46.3,21,65,32.3,10,13,76.9,7,45,52,4.3,27,0,67,5.6,58,4.8,1.2,2,0.2,33,2.8,167,13.9,York
5,Gene Spagnuolo,17,8,371,21.8,61,151,40.4,19,52,36.5,36,46,78.3,14,34,48,2.8,46,2,21,1.2,22,1.3,1.0,2,0.1,13,0.8,177,10.4,York
11,Tommy Hobbs,19,19,515,27.1,71,181,39.2,22,77,28.6,22,28,78.6,30,76,106,5.6,29,0,14,0.7,20,1.1,0.7,4,0.2,13,0.7,186,9.8,York
4,Philip Gillen,16,13,444,27.8,41,114,36.0,19,66,28.8,35,54,64.8,18,45,63,3.9,37,0,30,1.9,19,1.2,1.6,7,0.4,20,1.3,136,8.5,York
23,Daniel Tulloch,7,3,134,19.1,18,47,38.3,4,20,20.0,7,19,36.8,12,18,30,4.3,14,1,7,1.0,16,2.3,0.4,3,0.4,6,0.9,47,6.7,York
10,Jayden Fredrick,19,7,377,19.8,47,107,43.9,17,51,33.3,8,14,57.1,32,29,61,3.2,37,1,29,1.5,36,1.9,0.8,8,0.4,14,0.7,119,6.3,York
20,Brandon Ramirez,16,1,213,13.3,32,72,44.4,2,9,22.2,16,30,53.3,19,30,49,3.1,27,0,4,0.3,5,0.3,0.8,3,0.2,3,0.2,82,5.1,York
2,Raheem Isaac,9,-,143,15.9,19,43,44.2,2,11,18.2,3,12,25.0,4,6,10,1.1,7,0,3,0.3,15,1.7,0.2,1,0.1,5,0.6,43,4.8,York
21,Jon Dulmage,17,8,238,14.0,26,66,39.4,1,5,20.0,6,8,75.0,17,31,48,2.8,37,2,5,0.3,10,0.6,0.5,1,0.1,8,0.5,59,3.5,York
13,Nana Adu-Poku,18,7,194,10.8,22,44,50.0,5,10,50.0,11,14,78.6,17,14,31,1.7,21,0,2,0.1,12,0.7,0.2,0,0.0,1,0.1,60,3.3,York
9,Tristan Newman,13,1,184,14.2,18,44,40.9,3,10,30.0,2,3,66.7,3,21,24,1.8,15,0,9,0.7,13,1.0,0.7,2,0.2,8,0.6,41,3.2,York
7,Julio Vazquez,10,-,55,5.5,3,15,20.0,3,12,25.0,1,2,50.0,3,7,10,1.0,2,0,3,0.3,6,0.6,0.5,0,0.0,4,0.4,10,1.0,York
24,Stefan Grujic,3,-,20,6.7,0,1,0.0,0,1,0.0,2,4,50.0,1,2,3,1.0,3,0,1,0.3,1,0.3,1.0,0,0.0,0,0.0,2,0.7,York
6,Gehrig Carlse,5,-,13,2.6,1,4,25.0,1,1,100.0,0,0,-,1,0,1,0.2,2,0,0,0.0,0,0.0,-,0,0.0,0,0.0,3,0.6,York
50,Jahvin Bridge,2,-,15,7.5,0,2,0.0,0,2,0.0,0,0,-,0,0,0,0.0,1,0,3,1.5,3,1.5,1.0,0,0.0,0,0.0,0,0.0,York
